Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE28,OUT027,5182.0
FDO27,OUT035,1672.0
DRL23,OUT027,3196.0
FDS28,OUT046,964.0
FDX24,OUT013,1608.0
FDZ02,OUT035,1716.0
FDL46,OUT045,1792.0
FDS60,OUT027,4310.0
NCO06,OUT017,588.0
FDO16,OUT035,1484.0
FDC60,OUT049,1508.0
FDA48,OUT018,3240.0
FDZ36,OUT027,4478.0
FDK27,OUT045,1848.0
FDW23,OUT018,408.0
FDM14,OUT018,1552.0
FDM14,OUT013,1848.0
FDW60,OUT018,2652.0
FDE21,OUT013,1968.0
NCM42,OUT035,1806.0
FDY59,OUT010,-376.0
DRI49,OUT049,1362.0
FDT28,OUT019,426.0
FDQ22,OUT018,452.0
FDR60,OUT049,1304.0
FDC50,OUT019,-470.0
FDV24,OUT013,2520.0
DRF48,OUT010,1000.0
FDQ47,OUT046,636.0
DRN36,OUT049,1650.0
NCY06,OUT035,2110.0
FDE52,OUT035,1640.0
NCB54,OUT045,1880.0
NCF31,OUT035,2478.0
FDJ08,OUT027,4462.0
NCC07,OUT017,1740.0
NCD19,OUT027,2364.0
FDL46,OUT049,1984.0
FDM20,OUT045,3812.0
NCI06,OUT010,880.0
DRM11,OUT035,4190.0
NCH07,OUT018,2216.0
FDS23,OUT013,2128.0
FDO49,OUT018,652.0
FDS35,OUT049,1128.0
DRK39,OUT045,1272.0
DRI39,OUT049,1018.0
FDV04,OUT017,2622.0
NCN14,OUT035,2942.0
FDH08,OUT013,3736.0
FDS20,OUT046,2908.0
FDV40,OUT049,1336.0
FDZ48,OUT010,-152.0
FDS24,OUT027,2942.0
FDK44,OUT049,2832.0
FDS48,OUT045,2320.0
FDK26,OUT010,1104.0
FDD23,OUT045,2960.0
NCH54,OUT017,2580.0
NCP14,OUT010,-288.0
FDM60,OUT010,-1176.0
FDV24,OUT017,2502.0
FDH08,OUT018,3376.0
FDS12,OUT027,3470.0
FDR39,OUT027,4342.0
FDP12,OUT027,2150.0
DRF60,OUT027,5228.0
FDC09,OUT035,1824.0
FDF50,OUT018,2940.0
FDG28,OUT035,4036.0
NCE19,OUT017,924.0
NCM53,OUT010,-224.0
NCN18,OUT049,1790.0
FDF32,OUT035,3292.0
FDF11,OUT013,3944.0
DRI59,OUT049,3650.0
NCG54,OUT035,2750.0
FDM44,OUT046,1628.0
FDT57,OUT018,3504.0
FDV24,OUT046,2420.0
FDI50,OUT019,1706.0
FDS09,OUT035,1004.0
NCC31,OUT027,3884.0
FDQ07,OUT019,1530.0
FDC22,OUT017,3154.0
FDZ56,OUT046,2692.0
FDZ40,OUT019,-1086.0
FDS46,OUT027,3422.0
DRD24,OUT045,2148.0
FDV45,OUT017,3082.0
FDL26,OUT045,2400.0
FDA56,OUT018,1740.0
FDN27,OUT046,1932.0
FDM20,OUT049,3948.0
FDO16,OUT017,1426.0
FDL03,OUT035,3284.0
FDE58,OUT046,1932.0
FDI02,OUT027,3318.0
NCC55,OUT019,-1314.0
FDR03,OUT018,3112.0
FDB14,OUT017,1634.0
FDR45,OUT013,3912.0
NCN07,OUT017,2108.0
FDM51,OUT019,-246.0
FDT52,OUT027,5382.0
FDL26,OUT046,2468.0
NCZ42,OUT046,3740.0
DRI47,OUT019,346.0
FDW40,OUT013,2384.0
FDN34,OUT046,2756.0
FDS01,OUT035,2948.0
NCG55,OUT045,1752.0
FDC11,OUT035,1516.0
FDX35,OUT018,3388.0
NCB06,OUT046,2492.0
FDR09,OUT019,2106.0
FDC53,OUT017,1642.0
FDY45,OUT013,4136.0
FDA22,OUT010,760.0
FDE02,OUT035,1632.0
FDW21,OUT045,1616.0
FDV34,OUT046,1260.0
FDS59,OUT049,1868.0
NCW17,OUT017,2076.0
NCK54,OUT046,1940.0
FDG17,OUT019,1938.0
FDG35,OUT017,2906.0
FDD08,OUT010,-1288.0
NCO07,OUT017,3372.0
FDJ10,OUT010,360.0
FDW36,OUT017,1750.0
FDW21,OUT010,-296.0
FDY19,OUT017,1978.0
DRE03,OUT013,884.0
NCC55,OUT049,686.0
FDH52,OUT010,-816.0
FDO09,OUT017,4302.0
FDU43,OUT045,3760.0
FDX09,OUT010,840.0
FDH40,OUT019,-598.0
FDW58,OUT017,1786.0
FDC47,OUT017,3650.0
NCR41,OUT035,1614.0
DRG49,OUT035,3954.0
FDC52,OUT027,3966.0
FDY13,OUT046,1220.0
FDY35,OUT013,888.0
FDI35,OUT017,2974.0
NCU18,OUT049,2262.0
FDY33,OUT018,2344.0
FDC15,OUT027,3950.0
FDU01,OUT049,3100.0
NCU42,OUT046,2652.0
NCV29,OUT018,2544.0
NCY30,OUT017,2940.0
FDQ46,OUT049,1860.0
FDG58,OUT027,3974.0
FDK33,OUT017,3458.0
NCD07,OUT045,1752.0
NCX29,OUT027,3700.0
NCT42,OUT013,2404.0
DRN59,OUT035,902.0
FDI44,OUT035,1392.0
FDA45,OUT049,2904.0
FDP31,OUT045,1032.0
FDY01,OUT046,1876.0
FDT09,OUT018,1956.0
DRH03,OUT027,3012.0
FDA36,OUT018,2728.0
NCF31,OUT017,2460.0
FDG14,OUT049,2536.0
FDG28,OUT027,5422.0
FDU14,OUT049,4036.0
FDY47,OUT019,178.0
FDI56,OUT049,1508.0
DRD01,OUT013,1072.0
FDM22,OUT046,972.0
FDH33,OUT013,800.0
DRZ24,OUT013,2004.0
NCQ38,OUT046,1652.0
FDO16,OUT027,2830.0
FDU07,OUT027,3838.0
NCB07,OUT013,3116.0
FDU48,OUT045,2016.0
NCM43,OUT045,2472.0
FDR31,OUT010,424.0
DRK49,OUT018,472.0
NCI30,OUT010,1888.0
DRD60,OUT017,2956.0
NCG19,OUT046,3652.0
FDH12,OUT035,1780.0
FDM32,OUT035,1628.0
FDM27,OUT035,2632.0
NCU53,OUT027,4060.0
NCQ18,OUT046,1524.0
FDS10,OUT013,2952.0
FDB33,OUT027,3974.0
FDI12,OUT013,1528.0
NCW42,OUT013,3540.0
NCC06,OUT018,1776.0
FDW02,OUT017,2158.0
NCD43,OUT017,1708.0
FDM57,OUT018,1156.0
FDA58,OUT017,3834.0
FDK56,OUT046,2940.0
FDP52,OUT045,3628.0
FDW20,OUT018,1772.0
FDS52,OUT049,1684.0
NCT29,OUT018,1624.0
NCL54,OUT013,2884.0
FDC05,OUT045,3092.0
FDF34,OUT035,3284.0
FDP03,OUT027,3510.0
FDD32,OUT010,-504.0
FDZ10,OUT045,1960.0
FDZ40,OUT035,996.0
FDD51,OUT018,512.0
NCY30,OUT019,838.0
FDP58,OUT017,3518.0
FDV49,OUT017,4250.0
FDY24,OUT019,-1054.0
NCO55,OUT017,1732.0
FDR13,OUT017,1998.0
FDS51,OUT017,1114.0
FDP26,OUT045,1600.0
NCB54,OUT027,3476.0
FDF32,OUT017,3230.0
FDN31,OUT018,2756.0
DRM48,OUT017,680.0
FDN20,OUT049,2776.0
DRL01,OUT046,3740.0
FDV56,OUT049,1852.0
DRH13,OUT027,3196.0
FDA03,OUT017,2474.0
FDF47,OUT027,5006.0
FDX32,OUT046,2388.0
FDX57,OUT049,1692.0
NCA30,OUT045,2872.0
FDO49,OUT013,976.0
FDL04,OUT019,-302.0
DRM48,OUT035,730.0
FDR16,OUT013,3496.0
NCC19,OUT018,2760.0
NCE42,OUT045,3600.0
FDY24,OUT017,1034.0
FDH19,OUT049,2860.0
FDJ46,OUT013,2872.0
FDN45,OUT010,1608.0
FDY08,OUT035,2360.0
FDZ37,OUT035,1596.0
NCT30,OUT045,632.0
DRY23,OUT018,504.0
NCZ30,OUT018,1664.0
FDC44,OUT018,1572.0
FDB45,OUT035,1804.0
FDY04,OUT013,2744.0
FDM27,OUT046,2564.0
FDZ43,OUT017,3950.0
FDT39,OUT019,482.0
NCC06,OUT019,6.0
FDL15,OUT027,3910.0
FDL57,OUT017,4194.0
FDU08,OUT046,1604.0
FDK40,OUT017,4290.0
FDQ12,OUT010,1688.0
FDS48,OUT017,2510.0
FDP09,OUT045,3268.0
FDW21,OUT049,1748.0
FDY25,OUT035,3012.0
DRE13,OUT017,1456.0
FDV43,OUT019,-1262.0
FDD22,OUT045,1688.0
FDM46,OUT019,-534.0
NCO30,OUT010,992.0
FDM25,OUT046,2812.0
NCN41,OUT049,1982.0
FDU24,OUT045,1476.0
FDZ50,OUT046,2964.0
FDP45,OUT013,4120.0
NCM54,OUT045,1880.0
FDW10,OUT019,834.0
FDP20,OUT017,2138.0
FDK32,OUT046,2476.0
FDN52,OUT049,1516.0
FDM58,OUT045,1756.0
FDZ46,OUT027,3246.0
NCA18,OUT018,1584.0
FDD35,OUT046,1980.0
NCK31,OUT035,878.0
FDI40,OUT027,3118.0
FDT50,OUT019,-366.0
NCT06,OUT046,2580.0
FDT31,OUT035,3092.0
FDT45,OUT049,964.0
FDT13,OUT045,2896.0
FDO50,OUT045,1404.0
NCU18,OUT010,264.0
NCR54,OUT049,3110.0
NCO18,OUT018,2544.0
FDU09,OUT045,884.0
FDT13,OUT018,2756.0
FDE09,OUT046,1804.0
NCK53,OUT019,-386.0
FDG45,OUT049,3436.0
DRH15,OUT035,858.0
FDO21,OUT019,1634.0
FDD14,OUT027,4358.0
FDC09,OUT046,1708.0
FDH45,OUT027,2238.0
FDV32,OUT046,1052.0
FDG12,OUT035,2120.0
FDS32,OUT013,2392.0
NCL55,OUT018,3704.0
DRE01,OUT035,3922.0
DRE15,OUT049,1342.0
NCL42,OUT045,3768.0
FDP31,OUT013,1184.0
FDN33,OUT018,1316.0
FDZ59,OUT046,2644.0
FDE45,OUT010,920.0
FDJ07,OUT013,2000.0
FDQ45,OUT018,2776.0
FDM33,OUT027,4942.0
FDO15,OUT010,-632.0
FDM46,OUT013,1544.0
FDR03,OUT045,3256.0
FDY49,OUT018,2472.0
FDQ60,OUT045,1848.0
FDW10,OUT049,2872.0
FDO51,OUT049,880.0
FDJ40,OUT018,1576.0
FDS20,OUT018,2660.0
FDU45,OUT013,1944.0
FDV02,OUT035,2808.0
FDN09,OUT046,3844.0
NCM55,OUT027,4372.0
FDN23,OUT018,2124.0
FDY31,OUT010,376.0
FDW03,OUT010,-160.0
FDD14,OUT046,2876.0
FDV23,OUT017,2090.0
DRI03,OUT045,2712.0
FDN13,OUT035,1688.0
FDF45,OUT027,2526.0
FDU46,OUT035,1584.0
FDB57,OUT049,3644.0
FDV12,OUT049,1732.0
FDQ58,OUT013,2544.0
NCA18,OUT017,1884.0
FDH52,OUT049,1136.0
FDM24,OUT018,2212.0
NCP43,OUT027,4300.0
NCO18,OUT019,774.0
FDM32,OUT017,1590.0
NCL07,OUT017,684.0
FDK03,OUT013,4136.0
FDP59,OUT017,1778.0
FDQ24,OUT049,4028.0
FDQ16,OUT018,1532.0
FDU44,OUT013,2696.0
FDH28,OUT010,-1224.0
FDV28,OUT019,-1318.0
FDM22,OUT045,864.0
FDR56,OUT046,3148.0
FDV39,OUT049,3220.0
FDU37,OUT019,-614.0
FDQ11,OUT010,2104.0
FDX02,OUT045,3452.0
NCS42,OUT018,1200.0
FDY57,OUT027,3046.0
FDB21,OUT049,3868.0
FDE28,OUT017,3762.0
FDQ55,OUT017,1970.0
FDA48,OUT049,3580.0
FDZ19,OUT045,2664.0
NCC43,OUT045,3832.0
NCV18,OUT046,1260.0
NCA42,OUT018,2272.0
FDY45,OUT046,4084.0
NCC30,OUT045,2696.0
FDM57,OUT013,1520.0
FDL09,OUT010,744.0
FDB09,OUT027,3454.0
FDT44,OUT035,2012.0
NCT06,OUT027,4044.0
FDX26,OUT049,2972.0
FDK32,OUT013,2592.0
DRA12,OUT046,2308.0
FDO46,OUT010,1144.0
FDE52,OUT013,1576.0
NCH42,OUT045,3480.0
FDV08,OUT035,864.0
FDB47,OUT018,3088.0
FDC28,OUT010,-104.0
FDD22,OUT046,1812.0
FDS07,OUT027,3334.0
DRI13,OUT045,3352.0
FDG32,OUT018,3264.0
FDU14,OUT017,4050.0
FDD28,OUT019,-958.0
NCP41,OUT017,1788.0
FDS08,OUT049,2828.0
FDX47,OUT045,2460.0
FDC53,OUT019,-350.0
FDQ19,OUT035,3988.0
FDL14,OUT045,2424.0
FDM33,OUT019,1530.0
FDA51,OUT045,1760.0
FDZ27,OUT018,604.0
FDT04,OUT046,716.0
DRC13,OUT049,2142.0
FDR16,OUT027,4910.0
FDQ03,OUT027,5262.0
FDE38,OUT035,2768.0
DRH23,OUT027,2388.0
FDT11,OUT019,1050.0
FDD09,OUT035,2980.0
FDR40,OUT045,1308.0
FDX07,OUT017,3098.0
FDR07,OUT035,1664.0
FDA51,OUT017,1946.0
FDT59,OUT019,1690.0
FDF20,OUT017,3166.0
FDR13,OUT045,1800.0
FDY26,OUT049,3456.0
FDW04,OUT017,2230.0
FDK52,OUT017,3678.0
FDN60,OUT049,2556.0
FDM09,OUT019,770.0
FDP46,OUT049,1516.0
FDB50,OUT019,-726.0
NCQ29,OUT049,4086.0
FDP16,OUT027,5350.0
FDX33,OUT018,2372.0
FDP07,OUT010,1112.0
FDN22,OUT046,4028.0
FDF39,OUT049,4264.0
FDS21,OUT017,1138.0
NCM42,OUT013,1764.0
FDK50,OUT019,650.0
DRF13,OUT027,3820.0
FDH35,OUT018,2384.0
FDP60,OUT018,1420.0
DRJ49,OUT027,3580.0
NCT42,OUT019,342.0
FDE38,OUT049,2724.0
FDI04,OUT049,3252.0
NCH54,OUT045,2352.0
FDT56,OUT049,1072.0
DRD15,OUT018,3424.0
FDV58,OUT013,3160.0
FDP21,OUT049,3080.0
FDH05,OUT013,3808.0
FDR10,OUT027,4046.0
NCP06,OUT045,2240.0
FDF33,OUT049,1796.0
DRK37,OUT013,3080.0
DRH49,OUT045,1292.0
FDT58,OUT013,2736.0
FDD41,OUT018,1492.0
FDP40,OUT018,1588.0
FDM51,OUT027,3174.0
FDO45,OUT010,-464.0
FDW33,OUT010,-232.0
FDY24,OUT045,848.0
FDB10,OUT010,1848.0
FDM40,OUT035,2356.0
NCI06,OUT017,2892.0
FDW12,OUT019,378.0
FDX48,OUT027,3982.0
NCW05,OUT027,3124.0
FDX27,OUT017,1674.0
DRM37,OUT045,3040.0
FDA38,OUT045,3716.0
FDR36,OUT046,708.0
FDZ45,OUT046,3148.0
FDG05,OUT017,2670.0
FDK28,OUT013,4160.0
FDV47,OUT045,1312.0
FDN21,OUT045,2472.0
FDP20,OUT027,3518.0
FDI35,OUT045,2804.0
DRY23,OUT013,852.0
FDA56,OUT017,2050.0
FDB09,OUT013,2056.0
NCO26,OUT027,3284.0
FDQ49,OUT018,2320.0
FDI52,OUT027,3430.0
FDZ44,OUT027,3342.0
FDZ09,OUT018,2368.0
FDY03,OUT049,1924.0
NCG42,OUT017,2124.0
DRI13,OUT027,4932.0
FDQ32,OUT013,2152.0
FDW16,OUT035,1632.0
FDU27,OUT046,828.0
FDR28,OUT010,728.0
FDQ49,OUT010,664.0
FDS37,OUT046,1860.0
FDW26,OUT018,3284.0
FDX12,OUT018,3664.0
NCP06,OUT013,2452.0
FDW45,OUT010,400.0
NCN30,OUT049,1550.0
FDN24,OUT049,932.0
NCL41,OUT027,1980.0
FDR02,OUT019,-214.0
FDD09,OUT010,984.0
FDS33,OUT010,-544.0
FDU22,OUT045,1828.0
FDI53,OUT013,2720.0
DRH01,OUT049,2846.0
FDX32,OUT013,2424.0
NCP30,OUT018,408.0
FDB60,OUT045,3008.0
FDB14,OUT049,1636.0
NCP02,OUT035,1006.0
FDJ10,OUT017,2342.0
FDG34,OUT046,1836.0
NCB18,OUT017,1452.0
FDM16,OUT049,1340.0
FDW25,OUT018,1124.0
FDB35,OUT010,-408.0
DRN11,OUT013,2348.0
FDF41,OUT019,1898.0
FDH16,OUT045,1336.0
NCQ50,OUT018,3112.0
DRH23,OUT018,688.0
DRJ37,OUT013,2508.0
DRJ24,OUT027,4372.0
FDY16,OUT035,3096.0
FDQ27,OUT045,1664.0
FDZ33,OUT045,2272.0
FDF29,OUT045,2072.0
FDA08,OUT049,2724.0
FDG31,OUT046,1076.0
FDE34,OUT019,850.0
NCR30,OUT027,2620.0
FDV33,OUT035,4244.0
DRZ24,OUT018,1688.0
NCL54,OUT035,2846.0
FDR12,OUT049,2860.0
NCC54,OUT046,3748.0
DRN59,OUT013,864.0
FDX50,OUT019,-214.0
FDV31,OUT027,4294.0
NCA29,OUT027,4164.0
FDW60,OUT049,2940.0
FDX08,OUT017,2974.0
DRD49,OUT013,3800.0
FDD33,OUT046,3668.0
FDW35,OUT013,808.0
FDJ36,OUT017,1774.0
FDV51,OUT035,2760.0
FDW36,OUT046,1708.0
FDH35,OUT046,2636.0
NCS30,OUT027,3508.0
FDN49,OUT017,770.0
FDL08,OUT018,3672.0
FDI09,OUT013,3944.0
FDP19,OUT018,1836.0
FDU21,OUT010,-1320.0
NCP41,OUT045,1592.0
FDY10,OUT013,1896.0
FDP12,OUT018,444.0
NCN26,OUT049,1910.0
FDK44,OUT013,2856.0
FDC28,OUT049,1844.0
FDJ41,OUT027,5614.0
NCT29,OUT035,2030.0
NCH42,OUT019,1574.0
FDU60,OUT018,2492.0
FDS02,OUT045,3028.0
FDC51,OUT046,2044.0
FDU03,OUT013,3048.0
FDX39,OUT045,3316.0
NCY05,OUT010,-1344.0
NCL06,OUT027,5516.0
FDD32,OUT035,1476.0
NCN41,OUT045,1816.0
NCX53,OUT049,2302.0
FDU57,OUT019,434.0
FDQ23,OUT046,1668.0
FDQ52,OUT045,3828.0
FDC14,OUT045,652.0
FDY09,OUT035,2924.0
FDQ28,OUT045,2456.0
FDV25,OUT046,3500.0
FDJ07,OUT035,1988.0
DRB25,OUT049,1758.0
FDK52,OUT019,1610.0
FDY52,OUT027,2526.0
FDB28,OUT046,3116.0
FDT36,OUT035,740.0
FDV25,OUT017,3598.0
NCN07,OUT027,3500.0
FDC57,OUT017,3194.0
FDQ03,OUT018,3568.0
FDU23,OUT017,2754.0
NCX41,OUT035,3438.0
NCD06,OUT035,822.0
FDW08,OUT045,1628.0
NCU29,OUT017,2332.0
NCE06,OUT013,2580.0
FDV52,OUT010,8.0
FDB02,OUT017,2950.0
NCR18,OUT045,592.0
FDK16,OUT049,1580.0
NCQ29,OUT010,2096.0
FDZ01,OUT019,-254.0
FDW27,OUT035,2644.0
FDD17,OUT018,3524.0
FDW39,OUT013,2992.0
DRH59,OUT045,1100.0
FDS52,OUT013,1728.0
FDU40,OUT027,4558.0
NCF54,OUT013,2788.0
FDH46,OUT045,1616.0
NCP14,OUT049,1670.0
FDH50,OUT049,3044.0
DRF15,OUT010,536.0
FDV27,OUT027,2926.0
NCJ06,OUT049,1942.0
FDN02,OUT018,3012.0
FDQ51,OUT049,932.0
FDQ07,OUT017,3646.0
FDS45,OUT049,1804.0
NCJ06,OUT045,1800.0
FDD36,OUT035,1992.0
FDY25,OUT045,2836.0
FDU52,OUT046,2468.0
DRK47,OUT017,3660.0
NCL30,OUT017,2092.0
FDN22,OUT035,4148.0
NCF30,OUT027,3412.0
FDK03,OUT035,4200.0
FDT45,OUT017,1006.0
NCC54,OUT027,5188.0
FDP08,OUT018,2904.0
FDU44,OUT046,2644.0
DRG39,OUT035,994.0
FDU32,OUT049,2048.0
FDY27,OUT049,2908.0
NCP54,OUT013,2020.0
NCZ41,OUT049,2070.0
DRL49,OUT013,2364.0
FDI05,OUT018,1040.0
FDY56,OUT045,3536.0
DRC13,OUT013,2168.0
NCV29,OUT017,2884.0
FDR24,OUT049,1556.0
FDZ34,OUT018,2812.0
FDP37,OUT035,2104.0
FDX08,OUT027,4334.0
FDS57,OUT045,2168.0
NCG18,OUT049,1678.0
FDK25,OUT018,2476.0
FDH53,OUT049,1476.0
DRI59,OUT018,3312.0
FDA52,OUT046,2852.0
FDT20,OUT010,-1272.0
FDE36,OUT019,674.0
FDI24,OUT017,2842.0
FDB28,OUT018,2904.0
FDV11,OUT017,2946.0
FDP01,OUT046,2508.0
FDD34,OUT027,4054.0
FDJ50,OUT027,2334.0
FDZ44,OUT013,1984.0
DRO59,OUT035,1338.0
DRB48,OUT045,648.0
FDR21,OUT018,2540.0
NCE42,OUT010,1784.0
FDO23,OUT046,1500.0
NCE30,OUT018,3080.0
FDQ22,OUT035,764.0
FDY01,OUT045,1796.0
FDS08,OUT017,2886.0
FDG28,OUT018,3736.0
FDQ51,OUT018,664.0
FDB05,OUT017,4002.0
FDO56,OUT049,1980.0
FDE02,OUT018,1240.0
FDN45,OUT017,3598.0
FDS09,OUT013,952.0
NCA54,OUT018,2600.0
FDP09,OUT010,1448.0
FDC53,OUT045,1504.0
NCM55,OUT017,2980.0
FDL09,OUT018,2484.0
FDA11,OUT019,-470.0
FDA50,OUT045,1424.0
FDC23,OUT017,2938.0
FDE22,OUT049,2588.0
FDD23,OUT046,3020.0
NCA29,OUT049,2766.0
FDK38,OUT046,2348.0
DRC13,OUT046,2024.0
NCP43,OUT049,2862.0
FDX28,OUT049,1696.0
FDF08,OUT049,1572.0
FDZ33,OUT046,2380.0
FDD10,OUT049,2972.0
FDO58,OUT017,2670.0
FDI50,OUT017,3782.0
FDO58,OUT045,2548.0
FDX08,OUT013,2960.0
NCK17,OUT010,-1256.0
FDF39,OUT035,4316.0
FDU45,OUT010,-72.0
NCJ18,OUT018,1568.0
DRC27,OUT019,1898.0
DRC25,OUT035,1486.0
FDU59,OUT035,2656.0
FDU28,OUT035,3172.0
NCP30,OUT046,660.0
FDB39,OUT018,676.0
FDE41,OUT013,1560.0
DRH11,OUT010,-1016.0
FDA58,OUT045,3652.0
FDU50,OUT046,1916.0
FDM34,OUT013,2168.0
FDM44,OUT027,3110.0
FDR39,OUT045,2832.0
FDM25,OUT045,2752.0
FDQ49,OUT049,2620.0
DRH25,OUT018,656.0
FDM09,OUT027,4222.0
FDL44,OUT019,610.0
NCR42,OUT018,272.0
DRL59,OUT046,880.0
FDX43,OUT013,2776.0
DRK47,OUT010,1656.0
FDU48,OUT018,1864.0
FDY12,OUT045,792.0
NCN43,OUT018,1688.0
NCM55,OUT018,2632.0
FDQ21,OUT027,3462.0
FDX13,OUT035,4068.0
NCK30,OUT027,5412.0
FDG20,OUT049,2888.0
DRG27,OUT017,752.0
FDY14,OUT018,3920.0
FDP59,OUT035,1812.0
FDU60,OUT017,2830.0
NCC18,OUT019,670.0
DRJ39,OUT017,3536.0
FDS07,OUT049,1900.0
FDM08,OUT027,5046.0
FDP51,OUT045,1884.0
FDU16,OUT035,1524.0
FDH12,OUT013,1784.0
DRE48,OUT010,1208.0
NCL42,OUT027,5284.0
FDR21,OUT045,2724.0
NCW29,OUT035,2158.0
FDO11,OUT013,4088.0
NCM31,OUT049,2270.0
FDV35,OUT019,474.0
FDF58,OUT017,1114.0
NCE43,OUT049,2686.0
FDA02,OUT035,2456.0
DRL37,OUT010,-1152.0
FDR24,OUT018,1292.0
FDW59,OUT049,1428.0
FDS22,OUT049,892.0
FDW24,OUT017,898.0
FDU24,OUT035,1696.0
FDA21,OUT027,4454.0
FDH58,OUT027,3374.0
FDW36,OUT018,1432.0
FDI45,OUT027,4214.0
FDU01,OUT018,2788.0
FDF35,OUT027,3206.0
FDU43,OUT019,1858.0
FDE24,OUT019,298.0
FDK50,OUT049,2668.0
FDG31,OUT045,952.0
FDC60,OUT045,1396.0
FDL36,OUT013,1536.0
FDP21,OUT013,3144.0
FDW16,OUT045,1428.0
FDX02,OUT017,3642.0
FDQ58,OUT027,3966.0
FDT51,OUT046,1828.0
FDD59,OUT049,1428.0
NCM42,OUT018,1464.0
FDA57,OUT018,464.0
FDZ48,OUT035,1912.0
FDE46,OUT045,2348.0
NCZ30,OUT019,-74.0
FDB56,OUT017,3134.0
FDA25,OUT027,3214.0
FDD20,OUT013,2112.0
FDL25,OUT013,1624.0
NCO18,OUT049,2822.0
FDJ45,OUT017,674.0
FDR12,OUT035,2864.0
NCF19,OUT010,-1184.0
FDK25,OUT046,2668.0
NCR17,OUT046,1788.0
FDC52,OUT046,2492.0
NCA54,OUT017,2908.0
FDR45,OUT010,1888.0
NCM19,OUT049,1862.0
FDF39,OUT027,5694.0
FDX23,OUT049,1624.0
FDD58,OUT027,3062.0
FDX28,OUT013,1728.0
NCD31,OUT013,2628.0
FDU57,OUT018,2200.0
FDI27,OUT046,828.0
NCM42,OUT046,1684.0
FDD32,OUT027,2846.0
FDI34,OUT013,3752.0
NCM29,OUT049,2094.0
